Name,Latitude,Longitude,URL,Location,info,applicationDeadline,percentOfAdmitted,SATT,SATR,SATM,SATW,ACTC,ACTE,ACTM,tuition,in_state,out_state,room,book,undergraduate,category,setting,student_faculty,percentOfWomen
The Richard Stockton College of New Jersey,39.4946835,-74.5316821,http://z2.cheggcdn.com/sites/default/files/2010/12/16/richard_stockton_college_0.jpg,"Pomona, NJ","Richard Stockton College of New Jersey, founded in 1969, is a public, multipurpose college. Its 1,600-acre campus is located in Pomona, west of Atlantic City.","Regular Decision: May 1, 2015","57%
         
          of Applicants Admitted",1440-1740 SAT Total,470-570 SAT Reading,500-600 SAT Math,470-570 SAT Writing,19-21 ACT Composite,18-21 ACT English,18-22 ACT Math,"$26,407

Annual tuition, fees, books, supplies, room and board","In-State Tuition: $7,948","Out-of-State Tuition: $14,341","Room and Board: $6,179","Books & Supplies: $1,700","8,241number of undergraduates",public,Setting: suburban,51% Women,
College of Saint Benedict & Saint John's University,45.581,-94.39,http://z2.cheggcdn.com/sites/default/files/2011/01/14/csb.sju_.final_.jpg,"St. Joseph and Collegeville, MN","CSB and SJU are nationally recognized Catholic liberal arts colleges and ranked as two of the top three Catholic colleges in the nation. They share one academic program, and students attend classes together on both campuses. This integrated learning experience combines a challenging academic program with extensive opportunities for international study, leadership, service learning, spiritual growth and cultural and athletic involvement. The combined enrollment of nearly 4,000 students makes CSB and SJU the largest of the nation's liberal arts colleges. The campuses are set amid 3,500 acres of .....","Regular Decision: Nov 15, 2014","75%
         
          of Applicants Admitted",1390-1770 SAT Total,460-590 SAT Reading,470-610 SAT Math,460-570 SAT Writing,23-28 ACT Composite,21-27 ACT English,24-29 ACT Math,"$45,778

Annual tuition, fees, books, supplies, room and board","In-State Tuition: $34,838","Out-of-State Tuition: $34,838","Room and Board: $1,300","Books & Supplies: $1,000","1,929number of undergraduates",private-non-profit,Setting: rural,Student/Faculty ratio: 12:1,
Bridgewater State College,41.9872027,-70.9651026,http://z2.cheggcdn.com/sites/default/files/2010/12/16/bridgewater_state_university_0.jpg,"Bridgewater, MA","Bridgewater, founded in 1840, is a public college of liberal arts and professional studies. Its 235-acre campus is located in Bridgewater, 28 miles south of Boston.","Regular Decision: Feb 15, 2015
			Early Action: Nov 15, 2014","73%
         
          of Applicants Admitted",450-550 SAT Reading,460-560 SAT Math,,,20-22 ACT Composite,,,"$15,310

Annual tuition, fees, books, supplies, room and board",In-State Tuition: $910,"Out-of-State Tuition: $7,050","Room and Board: $2,900",Books & Supplies: $800,"10,751number of undergraduates",public,Setting: suburban,47% Women,
Kentucky State University  KSU ,38.2017921,-84.8563384999999,http://z2.cheggcdn.com/sites/default/files/2010/03/30/kentucky_state_university_2.jpg,"Frankfort, KY","Kentucky State, founded in 1886, is a public university of liberal studies. Its 309-acre campus is located in Frankfort, 25 miles west of Lexington. Public transportation serves campus.",Offers Rolling Admission,"45%
         
          of Applicants Admitted",1060-1350 SAT Total,370-470 SAT Reading,350-440 SAT Math,340-440 SAT Writing,15-19 ACT Composite,13-19 ACT English,15-18 ACT Math,"$17,922

Annual tuition, fees, books, supplies, room and board","In-State Tuition: $5,496","Out-of-State Tuition: $12,816","Room and Board: $4,546","Books & Supplies: $1,300","3,214number of undergraduates",public,Setting: town,55% Women,
Eastern Oregon University,45.319846,-118.088510999999,http://z2.cheggcdn.com/sites/default/files/2011/05/09/eou_logo_new_zinch.jpg,"La Grande, OR","Eastern Oregon University will work with you to find a program that fits your needs! Our small classes, flexible programs and low tuition help you get ahead with an education personalized to meet your goals.

Learn hands-on at our   in La Grande, online from around the world, or even onsite at one of 16 regional centers in Oregon. No matter how you complete your degree, you’ll benefit from unique, student-centered curricula and work with dedicated professors who have real-world knowledge of their field.

We're also one of the most cost-competitive universities out there, and .....","Regular Decision: Sep 1, 2015","65%
         
          of Applicants Admitted",1230-1620 SAT Total,420-550 SAT Reading,410-550 SAT Math,400-520 SAT Writing,19-24 ACT Composite,18-24 ACT English,18-24 ACT Math,"$18,721

Annual tuition, fees, books, supplies, room and board","In-State Tuition: $5,918","Out-of-State Tuition: $14,400","Room and Board: $3,018","Books & Supplies: $1,350","5,380number of undergraduates",public,Setting: rural,Student/Faculty ratio: 14:1,52% Women
Robert Morris University - Illinois  RMU ,42.0760113,-88.3308275,http://z2.cheggcdn.com/sites/default/files/zinch_legacy/2008/11/10/451851/Robert_AO-07-15-2009-10-18-49.png,"Chicago, IL","What are you looking for in a college? Preparation for a career you really want? An accelerated program with a collegiate experience — but an affordable one? Learning a skill & getting a degree close to home and where you will put your talents to work? If you answered ""yes"" to any of these questions, then Robert Morris University is the place for you. The individual attention provided by our supportive faculty will guide you along from the first day of class until you graduate. Our programs will provide you with the skills — & the hands-on experience — you need to stand out in a tight .....","Offers Rolling Admission
			Early Decision: Jan 1, 2014Early Action: Jan 1, 2014","28%
         
          of Applicants Admitted",,,,,19 ACT Composite,,,"$38,004

Annual tuition, fees, books, supplies, room and board","In-State Tuition: $23,700","Out-of-State Tuition: $22,200","Room and Board: $10,800","Books & Supplies: $1,500","2,781number of undergraduates",private-non-profit,Setting: city,Student/Faculty ratio: 18:1,51% Women
Northwood University,43.629606,-84.275339,http://z2.cheggcdn.com/sites/default/files/2009/03/16/northwood-2-color.jpg,"Midland, MI","Northwood University is devoted to developing the future leaders of a global, free enterprise society.  Known as the school-of-choice for business-minded students, Northwood offers 16 innovative undergraduate programs on its state of the art Michigan campus.  Students begin to focus on their business courses from day one at Northwood, and a variety of internships and externships as well as study abroad programs provide the hands-on experience necessary to thrive in today’s competitive business industry.","Regular Decision: Aug 1, 2015","68%
         
          of Applicants Admitted",410-540 SAT Reading,470-580 SAT Math,,,20-25 ACT Composite,19-24 ACT English,19-25 ACT Math,"$32,442

Annual tuition, fees, books, supplies, room and board","In-State Tuition: $23,132","Out-of-State Tuition: $23,132","Room and Board: $10,310","Books & Supplies: $1,253","3,765number of undergraduates",private-non-profit,Setting: town,Student/Faculty ratio: 21:1,41% Women
Whittier College,33.9766035,-118.0324027,http://z2.cheggcdn.com/sites/default/files/zinch_legacy/2007/8/171167/1100922_Whittier_College.jpg,"Whittier, CA","Whittier College provides the best of both worlds: an East Coast liberal arts school with a West Coast vibe.  Interdisciplinary programs, personal relationships with faculty, and opportunities to combine knowledge with experience are all hallmarks of an education at Whittier College. Located at the intersection of Los Angeles and Orange Counties, Whittier College offers as diverse a range of activities as our students and their interests.","Regular Decision: Feb 1, 2015
			Early Action: Dec 1, 2014","64%
         
          of Applicants Admitted",1408-1750 SAT Total,460-580 SAT Reading,478-590 SAT Math,470-580 SAT Writing,20-25 ACT Composite,,,"$52,958

Annual tuition, fees, books, supplies, room and board","In-State Tuition: $38,280","Out-of-State Tuition: $38,280","Room and Board: $2,620","Books & Supplies: $1,110","1,680number of undergraduates",private-non-profit,Setting: suburban,35% Women,
Lebanon Valley College,40.331103,-76.514699,http://z2.cheggcdn.com/sites/default/files/2011/05/16/lvc-logowordmark-vertical-blue-low-res_0.jpg,"Annville, PA","Lebanon Valley College is located on over 340 beautiful rural acres in the town of Annville, Pennsylvania just eight miles east of Hershey. LVC feels like family. That's because we're small. Founded in 1866, today the College has 1,600 full-time undergraduate students, 160 part-time undergraduates, 120 graduate students, and 99 full-time faculty. We feel more like a large welcoming family than an impersonal institution.  We give awards based on high school academic work - not on SAT scores. If you rank among the top 30 percent of your high school class, you will qualify for an academic .....","Regular Decision: Mar 1, 2015","65%
         
          of Applicants Admitted",1460-1746 SAT Total,490-536 SAT Reading,500-630 SAT Math,470-580 SAT Writing,20-26 ACT Composite,19-24 ACT English,20-26 ACT Math,"$46,250

Annual tuition, fees, books, supplies, room and board","In-State Tuition: $33,670","Out-of-State Tuition: $33,670","Room and Board: $2,300","Books & Supplies: $1,100","1,872number of undergraduates",private-non-profit,Setting: suburban,Student/Faculty ratio: 13:1,44% Women
Lake Erie College,41.7170485,-81.2511948999999,http://z2.cheggcdn.com/sites/default/files/imagecache/175wide/2011/10/20/lake_erie.jpg,"Painesville, OH","Steeped in tradition for over 150 years, Lake Erie College has fostered and enriched over 10,000 men and women in pursuit of a time-honored, well-rounded liberal arts education. The College offers 35 undergraduate and graduate degrees and is home to nearly 1,300 students located on a beautiful 65-acre campus in Painesville, Ohio. Led by President Michael T. Victor, Lake Erie College is home to some of the region's most accomplished faculty and is at the forefront of transformation through our dynamic academic and 23 NCAA Division II athletic programs. The College .....","Regular Decision: Aug 7, 2015","63%
         
          of Applicants Admitted",1326-1630 SAT Total,450-550 SAT Reading,453-540 SAT Math,423-540 SAT Writing,19-23 ACT Composite,17-23 ACT English,18-24 ACT Math,"$38,722

Annual tuition, fees, books, supplies, room and board","In-State Tuition: $25,976","Out-of-State Tuition: $25,976","Room and Board: $3,310","Books & Supplies: $1,100","1,054number of undergraduates",private-non-profit,Setting: suburban,Student/Faculty ratio: 16:1,40% Women
Neumont University,40.7661121,-111.890576399999,http://z2.cheggcdn.com/sites/default/files/2010/06/16/2248619_51b9fbeba6c1c_nu_zinch-logo.jpg,"Salt Lake City, UT","Neumont University is dedicated to one thing and one thing only: Technology. We live it, we breathe it, we teach it, we love it. And we’re looking for students who share our passion.

At Neumont, you’ll earn your Bachelor’s Degree in Computer Science, Software and Game Development, Information Systems, Web Design and Development, or Technology Management at an accelerated pace that will prepare you to make your mark on the tech industry. Once you’ve mastered the basics in your program, you’ll start working on real projects for real companies like IBM, eBay, and Bosh through .....",,,,,,,,,,"$24,680

Annual tuition, fees, books, supplies, room and board","In-State Tuition: $21,600","Out-of-State Tuition: $21,600",Room and Board: $0,"Books & Supplies: $3,080",395number of undergraduates,,Setting: city,8% Women,
New Mexico Highlands University,35.5958776,-105.2202121,http://z2.cheggcdn.com/sites/default/files/2011/05/16/nmh_0.jpg,"Las Vegas, NM","New Mexico Highlands University, located in Las Vegas, NV, has been known for providing a quality education at an excellent value for over one hundred years.Offering programs in the arts and sciences, business, education, and social work, New Mexico Highlands University provides students with unlimited opportunities to pursue their goals.  Students of NMHU also benefit from small classes and the attention of a dedicated faculty that guide them in the pursuit of their educational ambitions.New Mexico Highlands University supports students in the quest for a quality .....",,,,,,,,,,"$15,245

Annual tuition, fees, books, supplies, room and board","In-State Tuition: $2,653","Out-of-State Tuition: $4,821","Room and Board: $4,584",Books & Supplies: $928,"2,938number of undergraduates",public,Setting: rural,35% Women,
Olivet Nazarene University,41.1544949,-87.8733641999999,http://z2.cheggcdn.com/sites/default/files/zinch_legacy/2007/6/116701/2800126_Olivet_Nazarene_University.jpg,"Bourbonnais, IL","Olivet Nazarene, founded in 1907, is a church-affiliated, liberal arts university. Its 168-acre campus is located in Kankakee, 60 miles from Chicago.","Regular Decision: Aug 1, 2015","79%
         
          of Applicants Admitted",,,,,21-27 ACT Composite,20-27 ACT English,20-26 ACT Math,"$38,850

Annual tuition, fees, books, supplies, room and board","In-State Tuition: $27,250","Out-of-State Tuition: $27,250","Room and Board: $2,700","Books & Supplies: $1,000","3,442number of undergraduates",,40% Women,,
Missouri Western State University,39.7594306,-94.7899853999999,http://z2.cheggcdn.com/sites/default/files/imagecache/175wide/2009/10/30/search_piece_booklet_1.jpg,"Saint Joseph, MO","Missouri Western State University is a fully accredited, four-year institution of higher learning dedicated to providing students at all stages of life the opportunity to achieve excellence in the classroom and beyond.  Located on 744 acres in St. Joseph, MO, the university is home to just over 6,000 undergraduate students and offers 57 Bachelor’s degrees, 6 Associate degrees, and several post-graduate degree options.  Students enjoy small class sizes, a low student-faculty ratio of 19:1, affordable tuition, and an energized campus environment with activities ranging from NCAA Division II .....",,,,,,,,,,"$15,904

Annual tuition, fees, books, supplies, room and board","In-State Tuition: $4,534","Out-of-State Tuition: $8,937","Room and Board: $2,600",Books & Supplies: $800,"7,027number of undergraduates",public,Setting: city,Student/Faculty ratio: 19:1,55% Women
California University of Pennsylvania,40.0643283,-79.8842588,http://z2.cheggcdn.com/sites/default/files/2010/03/30/california_university_of_pennsylvania_0.jpg,"California, PA","California University of Pennsylvania, founded in 1852, is a public institution. Programs are offered through the Colleges of Education, Liberal Arts, and Science and Technology. Its 148-acre campus is located in the town of California, 25 miles from Pittsburgh.","Regular Decision: May 1, 2015","59%
         
          of Applicants Admitted",1300-1560 SAT Total,440-520 SAT Reading,440-530 SAT Math,420-510 SAT Writing,,,,"$21,340

Annual tuition, fees, books, supplies, room and board","In-State Tuition: $6,428","Out-of-State Tuition: $10,286","Room and Board: $3,890","Books & Supplies: $1,000","8,413number of undergraduates",public,Setting: town,38% Women,
St. Olaf College,44.461154,-93.1836963,http://z2.cheggcdn.com/sites/default/files/2010/03/30/st._olaf_college_0.jpg,"Northfield, MN","St. Olaf, founded in 1874, is a private, church-affiliated, liberal arts college. Its 300-acre campus, including several buildings from the 19th and early 20th centuries, is located in Northfield, 35 miles south of Minneapolis-St. Paul.","Regular Decision: Jan 15, 2015
			Early Decision: Nov 15, 2014","60%
         
          of Applicants Admitted",1730-2090 SAT Total,580-700 SAT Reading,580-700 SAT Math,570-690 SAT Writing,26-31 ACT Composite,25-31 ACT English,26-32 ACT Math,"$50,550

Annual tuition, fees, books, supplies, room and board","In-State Tuition: $39,560","Out-of-State Tuition: $39,560",Room and Board: $900,"Books & Supplies: $1,000","3,233number of undergraduates",private-non-profit,Setting: town,56% Women,
North Park University,41.9754184,-87.7094085999999,http://z2.cheggcdn.com/sites/default/files/2011/01/18/north_park_university.gif,"Chicago, IL","At North Park University, excellence implies not only a deep tradition in the liberal arts and the Christian faith, but also a spirit of innovation, reaching out to serve and to learn from the dynamic community around us. Our mission is to prepare students for lives of significance and service through liberal arts education. Welcome to the learning community of North Park University!","Regular Decision: Jun 1, 2015","42%
         
          of Applicants Admitted",470-590 SAT Reading,440-580 SAT Math,,,20-25 ACT Composite,20-25 ACT English,18-25 ACT Math,"$33,790

Annual tuition, fees, books, supplies, room and board","In-State Tuition: $22,090","Out-of-State Tuition: $22,090","Room and Board: $2,100","Books & Supplies: $1,000","2,440number of undergraduates",,41% Women,,
Mansfield University of Pennsylvania,41.8064543,-77.0742234,http://z2.cheggcdn.com/sites/default/files/2010/05/10/2116177_5252c05c4013d_mansfield.jpg,"Mansfield, PA","Mansfield University, with 3,400 students and over 70 undergraduate and graduate programs, is a rural campus nestled in the mountains of north central Pennsylvania. The University is located in Mansfield; a town that shares a founding date  1857  and much rich history with the University. Mansfield University - Developing Tomorrow's Leaders.

Though many of our students are from Pennsylvania, we attract students from 38 other states and 19 foreign countries. Whether your hometown is as near as Williamsport, Pa., or as far as Beijing, China, our aim is to help you discover Mansfield as a .....","Offers Rolling Admission
			Early Decision: Jan 1, 2014Early Action: Jan 1, 2014","69%
         
          of Applicants Admitted",1230-1560 SAT Total,410-530 SAT Reading,420-530 SAT Math,400-500 SAT Writing,,,,"$20,511

Annual tuition, fees, books, supplies, room and board","In-State Tuition: $6,428","Out-of-State Tuition: $16,070","Room and Board: $3,268","Books & Supplies: $1,200","3,206number of undergraduates",public,Setting: town,Student/Faculty ratio: 17:1,51% Women
Hartwick College,42.4586714,-75.0718398,http://z2.cheggcdn.com/sites/default/files/2010/05/10/2116177_5171f4eb64166_hartwicklogosite2010.jpg,"Oneonta, NY","Hartwick College is a private liberal arts and sciences college of 1,500 students, located in Oneonta, NY, in the northern foothills of the Catskill Mountains. Hartwick's expansive curriculum emphasizes a uniquely experiential approach to the liberal arts. Through personalized teaching, collaborative research, a unique January Term, a wide range of internships, and vast study-abroad opportunities, Hartwick ensures that students are prepared for the world ahead. A Three Year Bachelor's Degree Program and strong financial aid and scholarship offerings keep a Hartwick education affordable.","Offers Rolling Admission
			Early Decision: Nov 1, 2014","85%
         
          of Applicants Admitted",1520-1820 SAT Total,520-610 SAT Reading,500-610 SAT Math,500-600 SAT Writing,24-27 ACT Composite,,,"$48,135

Annual tuition, fees, books, supplies, room and board","In-State Tuition: $36,650","Out-of-State Tuition: $36,650",Room and Board: $700,Books & Supplies: $700,"1,607number of undergraduates",private-non-profit,Setting: town,Student/Faculty ratio: 11:1,58% Women
Mesa Community College,33.3910722,-111.871868,http://z2.cheggcdn.com/sites/default/files/imagecache/175wide/imagefield_default_images/zinch-default.png,"Mesa, AZ",,,,,,,,,,,"$3,064

Annual tuition, fees, books, supplies, room and board","In-State Tuition: $1,824","Out-of-State Tuition: $7,608",Room and Board: $0,"Books & Supplies: $1,240","40,070number of undergraduates",public,Setting: city,52% Women,
Dickinson College,40.2017354,-77.1953088,http://z2.cheggcdn.com/sites/default/files/zinch_legacy/2009/10/30/1531104/1100937_Dickinson_College.jpg,"Carlisle, PA","Dickinson College, founded in 1783, is a highly selective, private residential liberal-arts college known for its innovative curriculum. Its mission is to offer students a useful education in the arts and sciences that will prepare them for lives as engaged citizens and leaders. The 180-acre campus of Dickinson College is located in the heart of historic Carlisle, Pa. The college offers 41 majors with an emphasis on international studies, has more than 40 study-abroad programs in 24 countries on six continents and offers 13 modern languages.





Dickinson requires a minimum TOEFL score .....","Regular Decision: Feb 1, 2015
			Early Decision: Nov 15, 2014Early Action: Dec 1, 2014","40%
         
          of Applicants Admitted",1780-2070 SAT Total,590-690 SAT Reading,600-690 SAT Math,590-690 SAT Writing,27-30 ACT Composite,,,"$57,779

Annual tuition, fees, books, supplies, room and board","In-State Tuition: $44,101","Out-of-State Tuition: $44,101","Room and Board: $1,500","Books & Supplies: $1,000","2,550number of undergraduates",private-non-profit,Setting: town,55% Women,
Corban University,44.883043,-122.958938999999,http://z2.cheggcdn.com/sites/default/files/zinch_legacy/2007/7/136381/136381-05-17-2010-17-02-06.jpg,"Salem, OR","Corban University is an independent Christian university that is located in Salem, Oregon.  Established in 1935, they maintain a Baptist affiliation.The school is recognized by U.S. News and World Report as one of the best regional colleges in the western United States.Corban endeavors to provide a Bible-centered curriculum built on the foundation of their Judeo-Christian and Baptist heritage.Students are educated to become competent thinkers, involved citizens, and effective communicators.Corban is a member of the Cascade Collegiate Conference .....","Regular Decision: Aug 1, 2015","34%
         
          of Applicants Admitted",1380-1750 SAT Total,470-600 SAT Reading,460-580 SAT Math,450-570 SAT Writing,19-25 ACT Composite,19-27 ACT English,18-24 ACT Math,"$37,532

Annual tuition, fees, books, supplies, room and board","In-State Tuition: $27,980","Out-of-State Tuition: $27,980","Room and Board: $5,152",Books & Supplies: $900,"1,107number of undergraduates",private-non-profit,48% Women,,
Fisk University,36.167574,-86.8041028,http://z2.cheggcdn.com/sites/default/files/2011/05/16/fisk_u_0.jpg,"Nashville, TN","Fisk University produces graduates from diverse backgrounds with the integrity and intellect required for substantive contributions to society. Our curriculum is grounded in the liberal arts. Our faculty and administrators emphasize the discovery and advancement of knowledge through research in the natural and social sciences, business and the humanities. We are committed to the success of scholars and leaders with global perspective.

Fisk, founded as an historically black university in 1866, is a church-affiliated, liberal arts university. Its 40-acre campus, listed with the National .....","Regular Decision: May 1, 2015","11%
         
          of Applicants Admitted",1210-1680 SAT Total,410-540 SAT Reading,400-570 SAT Math,400-570 SAT Writing,17-22 ACT Composite,16-23 ACT English,16-22 ACT Math,"$33,638

Annual tuition, fees, books, supplies, room and board","In-State Tuition: $18,492","Out-of-State Tuition: $18,492","Room and Board: $4,000","Books & Supplies: $1,600",731number of undergraduates,private-non-profit,Setting: city,Student/Faculty ratio: 12:1,57% Women
The Art Institute of California-San Francisco  a campus of Argosy University ,37.7795578,-122.4143569,http://z2.cheggcdn.com/sites/default/files/2010/06/16/san_francisco_1.png,"San Francisco, CA","Helping creative minds bring their ideas to life.

Today’s creative economy needs people with new ideas, and the ability to express those ideas. At The Art Institute of California-San Francisco, a campus of Argosy University, we help students explore opportunities as they prepare to launch careers in the areas of design, media arts, fashion, and culinary.

Our collaborative, hands-on education is designed to mirror the way things work in the real world—from industry-grade hardware and software to the relevant experience of our faculty. Students develop the skills to meet the .....","Offers Rolling Admission
			Early Decision: Jan 1, 2014Early Action: Jan 1, 2014","99%
         
          of Applicants Admitted",,,,,,,,"$33,573

Annual tuition, fees, books, supplies, room and board","In-State Tuition: $18,648","Out-of-State Tuition: $18,648","Room and Board: $3,168","Books & Supplies: $1,800","2,289number of undergraduates",private-for-profit,Setting: city,Student/Faculty ratio: 17:1,47% Women
Lewis University,41.6025512,-88.0804503,http://z2.cheggcdn.com/sites/default/files/zinch_legacy/2007/7/132546/Lewis_AO-10-21-2009-14-39-50.gif,"Romeoville, IL","Lewis, founded in 1932, is a church-affiliated university. Programs are offered through the Colleges of Arts and Sciences, Business, and Nursing. Its 350-acre campus is located in Romeoville, 30 miles southwest of Chicago.","Regular Decision: Apr 15, 2015","56%
         
          of Applicants Admitted",1520-1820 SAT Total,480-610 SAT Reading,500-640 SAT Math,540-570 SAT Writing,20-25 ACT Composite,20-25 ACT English,20-25 ACT Math,"$37,970

Annual tuition, fees, books, supplies, room and board","In-State Tuition: $25,770","Out-of-State Tuition: $25,770","Room and Board: $2,000","Books & Supplies: $1,000","5,242number of undergraduates",private-non-profit,Setting: suburban,37% Women,
Bay Path University,42.0549467,-72.5818231,http://z2.cheggcdn.com/sites/default/files/2011/05/16/3409411_5422e253091d8_bay_path_college.jpg,"Longmeadow, MA","Founded in 1897, Bay Path University is a four-year private undergraduate women's university located in Longmeadow, Massachusetts. Bay Path emphasizes career-focused majors and minors that prepare students to become professionals and leaders in their field. Outside the classroom, students participate in clubs, NCAA Division III athletics, study abroad, internships, work experience, and much more!  With 600 undergraduate students, Bay Path is a friendly and welcoming community that encourages students to pursue their academic interests and future dreams!","Regular Decision: Dec 15, 2014
			Early Action: Dec 15, 2014","56%
         
          of Applicants Admitted",1250-1620 SAT Total,430-550 SAT Reading,410-540 SAT Math,410-530 SAT Writing,17-25 ACT Composite,15-23 ACT English,16-25 ACT Math,"$42,572

Annual tuition, fees, books, supplies, room and board","In-State Tuition: $30,859","Out-of-State Tuition: $30,859","Room and Board: $12,240",Books & Supplies: $975,641number of undergraduates,private-non-profit,"Setting: city,suburban",Student/Faculty ratio: 11:1,64% Women
California Institute of the Arts,34.3934367,-118.566934899999,http://z2.cheggcdn.com/sites/default/files/2010/03/30/cal_arts_pf.jpg,"Valencia, CA","California Institute of the Arts, a private insitution, was founded through the 1961 merger of the L.A. Conservatory of Music and the Chouinard Art Institute. Its 60-acre campus is located in Valencia, overlooking the Santa Clarita Valley, 30 miles north of Los Angeles.","Regular Decision: Jan 5, 2015","25%
         
          of Applicants Admitted",,,,,,,,"$56,246

Annual tuition, fees, books, supplies, room and board","In-State Tuition: $38,438","Out-of-State Tuition: $38,438","Room and Board: $5,415","Books & Supplies: $1,818",923number of undergraduates,private-non-profit,Setting: suburban,33% Women,
Fayetteville State University,35.0757556,-78.8923078999999,http://z2.cheggcdn.com/sites/default/files/zinch_legacy/2009/10/30/1530796/1100801_Fayetteville_State_University.jpg,"Fayetteville, NC","Fayetteville State, founded in 1867, is a public university. Its 136-acre campus is located in Fayettville.","Regular Decision: Aug 25, 2015","64%
         
          of Applicants Admitted",1140-1360 SAT Total,380-460 SAT Reading,400-470 SAT Math,360-430 SAT Writing,15-19 ACT Composite,13-18 ACT English,16-19 ACT Math,"$12,012

Annual tuition, fees, books, supplies, room and board","In-State Tuition: $2,585","Out-of-State Tuition: $13,289","Room and Board: $2,216",Books & Supplies: $500,"6,168number of undergraduates",public,Setting: city,57% Women,
Ursinus College,40.1942068,-75.4580225,http://z2.cheggcdn.com/sites/default/files/2009/03/16/695954_5238722e5d1c2_zinch-pfahler1.jpg,"Collegeville, PA","Ursinus is a prestigious national liberal arts college educating undergraduate students since 1869. Our philosophy is that a personalized, rigorous education develops qualities of intellect and character necessary to make better judgments and to live a satisfying, successful, and purposeful life.
 
Ursinus faculty members promise to model and teach to the highest academic standards, and to make student success their top priority.
 
Ursinus students promise to embrace the challenge of academic rigor through hard work, and to live together in active and respectful community.
 
Ursinus .....","Regular Decision: Feb 15, 2015
			Early Decision: Feb 1, 2015Early Action: Dec 1, 2014","70%
         
          of Applicants Admitted",1620-1940 SAT Total,540-650 SAT Reading,540-660 SAT Math,540-630 SAT Writing,24-29 ACT Composite,,,"$57,100

Annual tuition, fees, books, supplies, room and board","In-State Tuition: $43,100","Out-of-State Tuition: $43,100","Room and Board: $2,250","Books & Supplies: $1,000","1,785number of undergraduates",private-non-profit,Setting: suburban,Student/Faculty ratio: 12:1,53% Women
Oklahoma Baptist University,35.3612082,-96.9343121,http://z2.cheggcdn.com/sites/default/files/zinch_legacy/2009/10/30/1530904/1100575_Oklahoma_Baptist_University.jpg,"Shawnee, OK","Oklahoma Baptist, founded in 1910, is a church-affiliated university. Its 125-acre campus is located in Shawnee, 35 miles east of Oklahoma City.","Regular Decision: Aug 1, 2015","62%
         
          of Applicants Admitted",480-610 SAT Reading,470-490 SAT Math,,,21-26 ACT Composite,20-27 ACT English,19-25 ACT Math,"$30,098

Annual tuition, fees, books, supplies, room and board","In-State Tuition: $18,894","Out-of-State Tuition: $18,894","Room and Board: $3,804","Books & Supplies: $1,200","1,977number of undergraduates",private-non-profit,Setting: town,55% Women,
Birmingham Southern College  BSC ,33.5148629,-86.8559116,http://z2.cheggcdn.com/sites/default/files/2011/02/14/2888000_5149d3bcd2131_images.jpeg,"Birmingham, AL","Birmingham-Southern College, known for quality academics and an outstanding faculty, is a private, liberal arts college, located in Birmingham, Alabama.  It is affiliated with the United Methodist Church, and offers an innovative approach to study so that students are prepared to enter a professional world that continues to grow in complexity.Degree programs at BSC include Bachelors of Arts, Science, Fine Arts, Music, and Music Education.  An array of majors, minors, and special programs ensure that students can find programs that suit their particular needs. As part of this .....","Regular Decision: Feb 1, 2015
			Early Action: Nov 15, 2014","65%
         
          of Applicants Admitted",1500-1800 SAT Total,500-610 SAT Reading,510-610 SAT Math,490-580 SAT Writing,23-29 ACT Composite,23-31 ACT English,23-27 ACT Math,"$43,544

Annual tuition, fees, books, supplies, room and board","In-State Tuition: $29,600","Out-of-State Tuition: $29,600","Room and Board: $1,150","Books & Supplies: $1,300","1,354number of undergraduates",private-non-profit,Setting: city,Student/Faculty ratio: 13:1,49% Women
D'Youville College,42.9036689,-78.8914623,http://z2.cheggcdn.com/sites/default/files/imagecache/175wide/2009/03/16/dyouville_logo.jpg,"Buffalo, NY","D’Youville College is an independent, urban, coeducational institution located in Buffalo, New York.  The college offers 27 baccalaureate programs as well as 4 accelerated BS/MS programs in dietetics, international business, occupational therapy and physician assistant.  In each of its curriculums, DYC balances a strong liberal arts core with a pre-professional focus providing a holistic education to its students.  DYC features many unique offerings including a renowned chiropractic program  the second of its kind to be offered in the U.S. , a gross anatomy lab on campus  one of three in .....","Offers Rolling Admission
			Early Decision: Jan 1, 2014Early Action: Jan 1, 2014","82%
         
          of Applicants Admitted",1360-1650 SAT Total,470-580 SAT Reading,460-540 SAT Math,430-530 SAT Writing,21-25 ACT Composite,,,"$36,380

Annual tuition, fees, books, supplies, room and board","In-State Tuition: $21,930","Out-of-State Tuition: $21,930","Room and Board: $3,000","Books & Supplies: $1,200","2,498number of undergraduates",private-non-profit,Setting: city,49% Women,
University of Dallas,32.845549,-96.9194984,http://z2.cheggcdn.com/sites/default/files/zinch_legacy/2007/10/195189/2800155_University_of_Dalla.jpg,"Irving, TX","The University of Dallas, founded in 1910, is a church-affiliated, liberal arts institution. Its 750-acre campus is located in Irving, on the northwest boundary of Dallas. The Braniff Memorial Tower is the university's landmark.","Regular Decision: Mar 1, 2015
			Early Action: Dec 1, 2014","88%
         
          of Applicants Admitted",1610-1970 SAT Total,550-670 SAT Reading,530-640 SAT Math,530-660 SAT Writing,23-29 ACT Composite,23-30 ACT English,23-28 ACT Math,"$44,130

Annual tuition, fees, books, supplies, room and board","In-State Tuition: $29,140","Out-of-State Tuition: $29,140","Room and Board: $3,900","Books & Supplies: $1,200","1,432number of undergraduates",private-non-profit,Setting: city,23% Women,
